medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
0CC08DE5645A7137059499EA11886805,4F2627F9FD34A9B9EFCCFC5147048345,CMT,1,Y,2013-01-06 17:49:58,2013-01-06 17:56:34,4,396,1.70,-74.005325,40.723534,-74.014946,40.716877
0CC08DE5645A7137059499EA11886805,4F2627F9FD34A9B9EFCCFC5147048345,CMT,1,N,2013-01-06 18:59:38,2013-01-06 19:01:59,1,141,.30,-73.983864,40.759918,-73.979858,40.759377
8A9D191A1F25BC5FBE1139914FA78622,A5996316D1F748CFA99CF2D11D962452,CMT,1,N,2013-01-07 22:28:32,2013-01-07 22:37:46,1,554,1.40,-73.994957,40.749809,-74.005699,40.737671
03F0BC52B15106BF8B9054543FFAB548,CAD29CEA4D2A2B5EA404C99E4EF9F3AE,CMT,1,N,2013-01-07 09:06:04,2013-01-07 09:09:29,1,205,.50,-73.955742,40.779636,-73.954765,40.774151
5DA4297F415A16E7ED074996F6F76413,BD0EB89F933463C93EC5B1B159E46D28,CMT,1,N,2013-01-10 07:24:38,2013-01-10 07:28:41,1,242,.80,-73.949974,40.77544,-73.95491,40.765503
D1B860BAE25C87AB8EF525692D3C33AE,7EE31FD6BDF2F994F267052D0B3C23DD,CMT,1,N,2013-01-10 08:37:49,2013-01-10 08:55:34,1,1064,2.60,-73.964935,40.806911,-73.980598,40.775154
8A9D191A1F25BC5FBE1139914FA78622,A5996316D1F748CFA99CF2D11D962452,CMT,1,N,2013-01-07 15:28:54,2013-01-07 15:32:25,1,210,.30,-73.970367,40.767662,-73.96627,40.765022
E31D9B3DE7424DE086E8ECED02CA5842,4048516CA0979AB4B717BF6E0DF62C53,CMT,1,N,2013-01-05 17:12:47,2013-01-05 17:24:27,1,699,1.30,-73.990852,40.73468,-73.983917,40.746452
E31D9B3DE7424DE086E8ECED02CA5842,4048516CA0979AB4B717BF6E0DF62C53,CMT,1,N,2013-01-05 16:48:20,2013-01-05 16:55:08,1,407,1.80,-73.990044,40.737839,-73.977249,40.752403
7C3D146715D3B554B9BF1C7821796F9A,98F85AE516359B8DC6DD71F6B99B72C7,CMT,1,N,2013-01-08 08:56:57,2013-01-08 09:15:50,2,1132,9.70,-73.983643,40.74321,-73.865723,40.770954
C69C68A29BB2F8CFCFC778A93F210550,4E43A217CC094D6C2453E17FCB83568C,CMT,1,N,2013-01-07 19:23:55,2013-01-07 19:29:06,1,310,.90,-73.976265,40.759094,-73.983002,40.764496
E0F8551E3B95D9C51DB0E5660DEAFD8E,39EEE47EAE4F2B7D4614DC7ED5D22F23,CMT,1,N,2013-01-06 20:49:48,2013-01-06 21:02:54,2,786,2.90,-73.959396,40.767239,-73.995186,40.754902
E0F8551E3B95D9C51DB0E5660DEAFD8E,39EEE47EAE4F2B7D4614DC7ED5D22F23,CMT,1,N,2013-01-06 22:19:04,2013-01-06 22:24:10,1,306,2.20,-73.948174,40.782841,-73.968292,40.757587
D28CAE348FB9021E1882E945E233D0FA,716AF3AEAF1DFC2C2493CEA7F86E4EF9,CMT,4,N,2013-01-10 10:17:12,2013-01-10 10:23:25,1,372,1.00,-73.99054,40.756287,-74.002892,40.756241
949AAA3B87C3FC0E12B89449360A12D6,3A82C9D4CBEA215783C938D57F1AB095,CMT,1,Y,2013-01-08 13:55:06,2013-01-08 14:10:26,1,919,4.50,-73.974663,40.742138,-73.96386,40.709587
90D1AD4244EF11B4F232F931785AB06C,5322C9EFE919DBF35D5623EDCC946B38,CMT,1,N,2013-01-08 14:27:54,2013-01-08 14:38:24,1,629,1.40,-73.978752,40.777538,-73.995949,40.768593
EDB1E8C7C4D7EA2048546B15CE384B2B,2897CE4CF34AB2D0513B11AACBCAC072,CMT,1,N,2013-01-05 23:41:46,2013-01-05 23:53:12,1,685,1.40,-73.989471,40.73,-74.005753,40.735947
5608B58818B76BE864ED35E4AC83BCB8,06E60A8361B8FF3A595DE99C80EA1AFC,CMT,1,N,2013-01-07 22:59:54,2013-01-07 23:05:35,1,340,.50,-73.99855,40.717014,-73.990608,40.717213
B395FD78CE1C5433FF5AC2CBC53D7512,55C4A555E197288EAA26E73824E41D67,CMT,1,N,2013-01-08 13:12:04,2013-01-08 13:27:02,1,898,1.80,-73.969276,40.760937,-73.992752,40.750374
964D6D22CA15493BC4579345085B36DF,D4666A0DB2457E4729DA2F3481285DDE,CMT,1,N,2013-01-08 17:20:49,2013-01-08 17:42:01,1,1271,3.80,-73.98011,40.782276,-73.992905,40.734379
2D33D342F8EC93B7E6B15ABCB05BD2CB,90C38E2F84F84C7303F81EB292EED3F6,CMT,1,N,2013-01-06 18:35:16,2013-01-06 18:46:42,1,685,2.70,-73.955383,40.779774,-73.984077,40.767326
A61F842796A83E46C02A857D987F3356,314466DCAC0F3733D83F950F39FBC0F2,CMT,1,N,2013-01-07 17:13:13,2013-01-07 17:19:43,1,390,.90,-74.001915,40.740608,-73.987503,40.738487
50635F48266EDFF6E6A744EC1AEAB08D,3C80ECAE3935B1A7912B0B1D51B0A400,CMT,1,N,2013-01-07 06:58:36,2013-01-07 07:03:07,1,270,.80,-73.989799,40.756042,-73.981537,40.763615
50635F48266EDFF6E6A744EC1AEAB08D,3C80ECAE3935B1A7912B0B1D51B0A400,CMT,1,N,2013-01-07 09:08:25,2013-01-07 09:14:49,1,384,.60,-73.996284,40.723537,-74.006096,40.728687
C8FAF99315CF86E148288ACA8FF861B9,2701444831106C9A822616FBEBDB8FFD,CMT,1,N,2013-01-07 21:33:07,2013-01-07 21:34:30,1,82,.30,-73.948364,40.829594,-73.950974,40.825947
4D5A4FB75167CB804D91908710C78A36,49E979EF7171FADF8FB0DA792D290198,CMT,1,N,2013-01-10 06:56:06,2013-01-10 06:58:47,1,161,.50,-73.987457,40.756355,-73.994164,40.756641
68BD3B4E8FCA7061BAF7C620B27FF027,BDF11309D85A330471ED72BD83BEFD8A,CMT,1,N,2013-01-10 14:41:46,2013-01-10 14:50:33,1,526,1.70,-73.962219,40.779034,-73.98111,40.771042
0CC08DE5645A7137059499EA11886805,4F2627F9FD34A9B9EFCCFC5147048345,CMT,1,N,2013-01-06 20:32:47,2013-01-06 20:42:39,1,592,2.00,-74.007286,40.740032,-74.010414,40.71983
735BA884DC2CD626D856B65734ED41CE,D343C0BC186EDBC8192B1A0B7C8C73B7,CMT,1,N,2013-01-08 10:24:51,2013-01-08 10:50:17,1,1526,11.90,-74.01062,40.70541,0,0
E7D97BF2F9DBB34448CCD391EAF15CEF,FDA91544715207DC04156B013637930E,CMT,1,N,2013-01-05 18:44:24,2013-01-05 19:09:01,2,1477,4.10,-73.957993,40.769329,-74.000015,40.725315
DEAF93B08C0847178B5417BD1F61785C,80E4604CCC69FC46772A38098750EC52,CMT,1,N,2013-01-05 22:22:53,2013-01-05 22:32:17,1,563,1.90,-73.945427,40.81321,-73.96463,40.804924
484D99A0B487B45B6DCC8AE37D8C74CE,4E0C73AABAAE46FCCE7B4DEA5BAF758C,CMT,1,N,2013-01-10 08:50:59,2013-01-10 09:00:32,2,573,1.80,-73.961044,40.796673,-73.981468,40.78067
484D99A0B487B45B6DCC8AE37D8C74CE,4E0C73AABAAE46FCCE7B4DEA5BAF758C,CMT,1,N,2013-01-10 09:14:29,2013-01-10 09:23:54,1,565,1.60,-73.973572,40.78952,-73.960785,40.775143
72D5F692B34554771A775D8BBBD6B28C,185E93337608A539EA223B03036FD8A4,CMT,1,N,2013-01-08 16:52:24,2013-01-08 16:58:43,1,379,.90,-73.961266,40.780075,-73.947426,40.779766
8A9D191A1F25BC5FBE1139914FA78622,A5996316D1F748CFA99CF2D11D962452,CMT,1,N,2013-01-07 22:39:57,2013-01-07 22:57:58,1,1080,5.70,-74.00563,40.73732,-73.966469,40.794655
BDB380921DB04B68C008F53D6523D338,BCFE1DECD45BACB724B26C0C9A4C066A,CMT,1,N,2013-01-08 11:56:58,2013-01-08 12:13:49,1,1011,2.20,-73.969414,40.757633,-73.983025,40.779293
0CD863DDD8C07C8AB24F8BC82258A692,55A63A52AD48B3CB57B215CC9EDA0F45,CMT,1,N,2013-01-08 11:15:26,2013-01-08 11:29:01,1,815,1.90,-73.972237,40.786396,-73.978371,40.763271
4E3B0E00D60E278E51BE7297CF27FF71,21DBA4829CE76212ABAF650F957EA811,CMT,1,Y,2013-01-10 15:24:21,2013-01-10 15:40:12,1,950,2.40,-73.99408,40.748821,-73.999977,40.730316
03F0BC52B15106BF8B9054543FFAB548,CAD29CEA4D2A2B5EA404C99E4EF9F3AE,CMT,1,Y,2013-01-07 11:47:39,2013-01-07 11:50:17,1,158,.50,-73.993454,40.729271,-73.99337,40.724388
D1B860BAE25C87AB8EF525692D3C33AE,7EE31FD6BDF2F994F267052D0B3C23DD,CMT,1,N,2013-01-10 11:47:05,2013-01-10 12:31:20,1,2654,4.70,-73.948158,40.782978,-73.994858,40.741425
93C092FD247105BCF1D0F550747BD34A,87A5DA32D96761F580AC4729C5079B4A,CMT,1,N,2013-01-08 15:22:38,2013-01-08 16:04:36,3,2517,19.60,0,0,0,0
C69C68A29BB2F8CFCFC778A93F210550,4E43A217CC094D6C2453E17FCB83568C,CMT,1,Y,2013-01-07 19:01:16,2013-01-07 19:07:03,1,347,.70,-73.982246,40.77853,-73.991119,40.774933
E9BD4BA555B60370D4B3BD4A242DDA49,773E8CF5D67F0E60469EEAB91C7FBFC8,CMT,1,N,2013-01-08 08:14:00,2013-01-08 08:21:29,1,448,.60,-73.973076,40.748749,-73.979843,40.752762
FFE25FFFBDE6A6019A6A9051C4E798FA,3255C45037BC19E75E6AD86C38E565BA,CMT,1,N,2013-01-07 11:02:56,2013-01-07 11:03:20,1,23,.30,-73.897247,40.761925,-73.894119,40.76564
4CAEEC39A75E57BBAB480DDE0B45A1C5,B631BFE1C2262B8ABC570E32CB343AB3,CMT,1,N,2013-01-07 20:38:54,2013-01-07 20:41:14,1,139,.90,-73.975563,40.75214,-73.98407,40.740513
A61F842796A83E46C02A857D987F3356,314466DCAC0F3733D83F950F39FBC0F2,CMT,1,N,2013-01-07 17:37:41,2013-01-07 17:45:11,1,450,.90,-73.953758,40.766998,-73.959808,40.772697
68BD3B4E8FCA7061BAF7C620B27FF027,BDF11309D85A330471ED72BD83BEFD8A,CMT,1,N,2013-01-10 11:47:35,2013-01-10 12:04:05,1,990,2.70,-73.961845,40.770985,-73.987488,40.73901
670501134C86B2DA67D4BD7D05C9444E,9DB058A7B693E3A246B2BA522A3BB6AD,CMT,1,N,2013-01-08 11:57:13,2013-01-08 12:09:00,2,707,.90,-73.976646,40.759644,-73.967453,40.762836
5E1F04816C4ABC5F9A8EA6B6B775DBFF,E1F61D7DBB406B696BD2A5271D2BFF37,CMT,1,N,2013-01-07 18:16:44,2013-01-07 18:44:37,1,1672,6.40,-74.000092,40.727123,-73.971962,40.791969
5E1F04816C4ABC5F9A8EA6B6B775DBFF,E1F61D7DBB406B696BD2A5271D2BFF37,CMT,1,N,2013-01-07 14:17:45,2013-01-07 14:22:19,1,274,1.20,-73.973373,40.784782,-73.95771,40.77924
5FA82CB06D069ACF91F69D8A4DE28E47,998E2B7AE375FCFEA42A51A28BEA7271,CMT,1,N,2013-01-07 21:20:53,2013-01-07 21:24:07,1,194,.80,-73.978409,40.762577,-73.977554,40.753868
A6C04F3CE33059C69C2D0422638E6735,4DBA13C7943251A1DEA9C98AC15F27BD,CMT,1,N,2013-01-07 08:34:19,2013-01-07 08:51:00,1,1000,5.70,-73.980576,40.738518,-73.940872,40.799236
D29C5537B0FCD75F5E763D7C7B14C4BC,EF1633224F25F8EE78FD77A07B56972C,CMT,1,N,2013-01-07 09:16:55,2013-01-07 09:28:30,2,694,1.50,-73.978302,40.745827,-73.996208,40.739777
C0D5941A4A93777E96210EBD9DCAEC95,165DEDC2F90EAD11270D579758145D4B,CMT,1,N,2013-01-10 15:28:03,2013-01-10 15:37:01,1,537,1.20,-73.963989,40.773888,-73.969139,40.78614
C0D5941A4A93777E96210EBD9DCAEC95,165DEDC2F90EAD11270D579758145D4B,CMT,1,N,2013-01-10 13:08:06,2013-01-10 13:13:20,1,314,.70,-73.959106,40.774845,-73.966736,40.769844
CAAA8821AA189734AC6A4E23E00395C0,71A8F0391A6199ED634708D1649C946F,CMT,2,N,2013-01-08 12:36:01,2013-01-08 12:36:12,1,11,.00,-73.985809,40.756325,-73.985794,40.756302
4E3B0E00D60E278E51BE7297CF27FF71,21DBA4829CE76212ABAF650F957EA811,CMT,1,N,2013-01-10 14:54:55,2013-01-10 15:21:14,1,1578,3.00,-73.954308,40.764198,-73.991119,40.750393
03F0BC52B15106BF8B9054543FFAB548,CAD29CEA4D2A2B5EA404C99E4EF9F3AE,CMT,1,N,2013-01-07 08:00:28,2013-01-07 08:05:33,1,304,1.00,-73.977402,40.738094,-73.971832,40.74979
D29C5537B0FCD75F5E763D7C7B14C4BC,EF1633224F25F8EE78FD77A07B56972C,CMT,1,N,2013-01-07 08:06:14,2013-01-07 08:09:58,1,224,.60,-73.980927,40.756817,-73.97506,40.763725
D29C5537B0FCD75F5E763D7C7B14C4BC,EF1633224F25F8EE78FD77A07B56972C,CMT,1,N,2013-01-07 08:58:49,2013-01-07 09:16:14,1,1044,1.60,-73.961922,40.764549,-73.977982,40.745701
D28CAE348FB9021E1882E945E233D0FA,716AF3AEAF1DFC2C2493CEA7F86E4EF9,CMT,1,N,2013-01-10 18:24:24,2013-01-10 18:30:25,1,361,.90,-73.991966,40.73534,-74.003815,40.742668
0A0D29B8052DFAC824AA63B718BF0A20,E9463A84819A385B56E8241EAB5DB24E,CMT,1,N,2013-01-07 16:01:10,2013-01-07 16:08:49,1,458,1.10,-73.978859,40.753696,-73.971603,40.744465
82762C5483146DDB6DCDB4EA2083E8E4,F78A93B9DFFED20015144EECED929A96,CMT,1,N,2013-01-10 14:34:22,2013-01-10 14:47:13,1,770,.80,-73.970451,40.759064,-73.984001,40.761887
82762C5483146DDB6DCDB4EA2083E8E4,F78A93B9DFFED20015144EECED929A96,CMT,1,N,2013-01-10 15:23:12,2013-01-10 15:28:29,1,316,.50,-73.984756,40.748344,-73.979454,40.744495
E31D9B3DE7424DE086E8ECED02CA5842,4048516CA0979AB4B717BF6E0DF62C53,CMT,1,N,2013-01-05 10:40:49,2013-01-05 11:03:45,1,1376,5.60,-74.005547,40.737579,-73.975334,40.674679
A00EDFCF1DD459755344024DD6AA1103,3D1A9EB4DC06E34B2D015576C97417F4,CMT,1,N,2013-01-08 07:08:50,2013-01-08 07:11:49,1,178,.80,-73.990799,40.748089,-73.983307,40.74173
F1C59489D7073DD8F1838DD0E905F47D,41BD3F0A3B9F226AF061931FECE16869,CMT,1,N,2013-01-07 18:47:41,2013-01-07 18:57:21,1,579,1.50,-73.994049,40.751179,-73.971802,40.749893
D28CAE348FB9021E1882E945E233D0FA,716AF3AEAF1DFC2C2493CEA7F86E4EF9,CMT,1,N,2013-01-10 18:58:20,2013-01-10 19:02:35,1,254,1.10,-73.994522,40.755844,-74.004181,40.746807
82762C5483146DDB6DCDB4EA2083E8E4,F78A93B9DFFED20015144EECED929A96,CMT,1,N,2013-01-10 15:00:46,2013-01-10 15:06:50,1,364,.60,-73.980621,40.75428,-73.974205,40.75135
90D1AD4244EF11B4F232F931785AB06C,5322C9EFE919DBF35D5623EDCC946B38,CMT,1,N,2013-01-08 12:43:37,2013-01-08 12:48:07,1,270,1.40,-73.96846,40.791805,-73.983238,40.779324
4197F25AF85DB6B8202C033EF63F8566,88D281D5AECDB0ADE5DB38E685B6372D,CMT,1,N,2013-01-01 17:08:58,2013-01-01 17:21:04,2,725,4.10,-73.988106,40.69635,-74.007751,40.747093
2BC9427911FFF30692F526B504BF2DC8,FE919B16D5B84784D80C85DE5BE9490D,CMT,1,N,2013-01-10 14:48:56,2013-01-10 15:00:46,1,710,1.20,-73.947151,40.771675,-73.960434,40.757912
3BCD8C31FAA3F956FCF1E94F56D04A60,233F3186A1BC75114820BDD03F126F1E,CMT,1,N,2013-01-08 12:29:28,2013-01-08 12:52:28,1,1379,1.80,-73.995697,40.769508,-73.968376,40.755192
90D1AD4244EF11B4F232F931785AB06C,5322C9EFE919DBF35D5623EDCC946B38,CMT,1,N,2013-01-08 16:12:08,2013-01-08 16:23:12,2,664,1.80,-73.961945,40.779415,-73.978752,40.755817
6DE2841B928699953474F71C6D371D4A,17F3AF3E2CF13ED3F07C412E3C4C37D4,CMT,1,N,2013-01-08 00:06:27,2013-01-08 00:11:21,1,293,.50,-73.988213,40.722935,-73.997398,40.724693
78DE38741EFA396CCB9EFB85BB93E359,C5D3D749BFDAA009379AACE0F9DFD974,CMT,1,N,2013-01-07 22:32:02,2013-01-07 22:36:35,3,273,.70,-73.984764,40.749298,-73.97348,40.743759
1ABD0BB8B7278A49B4F6502B59E1CEFB,AE49AF37C8856F2EA32953F207A9C339,CMT,1,N,2013-01-01 17:53:58,2013-01-01 17:58:07,1,248,.80,-73.96032,40.773067,-73.95752,40.781212
419FD46C50CFA0CFD57170AC0D580310,C1AE8E08AA595C8D2550B86677B7DC14,CMT,1,N,2013-01-02 10:13:14,2013-01-02 10:20:42,1,447,1.80,-73.983414,40.771057,-74.00251,40.756058
419FD46C50CFA0CFD57170AC0D580310,C1AE8E08AA595C8D2550B86677B7DC14,CMT,1,N,2013-01-02 11:03:46,2013-01-02 11:27:57,2,1451,4.70,-73.987633,40.758888,-73.949753,40.748398
758116B6100DF9103B782C0B8BD31A94,899334053ED3ABE4F5109FC1A7F6E071,CMT,1,N,2013-01-05 13:02:35,2013-01-05 13:15:21,2,765,2.60,-73.971359,40.756557,-73.999153,40.732418
61CC640FFF95E5457555EA160F0B854C,8178183132AF80D84B24EF3CFEEFEFA7,CMT,1,N,2013-01-08 00:49:21,2013-01-08 01:04:42,1,921,4.50,-73.921478,40.743465,-73.990234,40.757496
61CC640FFF95E5457555EA160F0B854C,8178183132AF80D84B24EF3CFEEFEFA7,CMT,1,N,2013-01-07 20:45:43,2013-01-07 20:59:22,2,819,3.80,-73.958511,40.772697,-73.967728,40.752605
5CE3B00595DE0A02E0CBF874BE4267D4,27EE034E910DDB8605831F51F6F72D78,CMT,1,N,2013-01-07 12:43:22,2013-01-07 12:51:55,1,513,1.40,-73.997871,40.716911,-73.989708,40.735722
C8FAF99315CF86E148288ACA8FF861B9,2701444831106C9A822616FBEBDB8FFD,CMT,1,N,2013-01-07 23:56:46,2013-01-08 00:01:05,1,258,1.70,-73.992775,40.742996,-73.974838,40.756538
4CAEEC39A75E57BBAB480DDE0B45A1C5,B631BFE1C2262B8ABC570E32CB343AB3,CMT,1,N,2013-01-07 17:07:49,2013-01-07 17:15:15,1,445,1.10,-73.991295,40.744911,-73.990059,40.756847
C8FAF99315CF86E148288ACA8FF861B9,2701444831106C9A822616FBEBDB8FFD,CMT,1,N,2013-01-07 18:38:59,2013-01-07 18:46:16,2,436,1.50,-73.972054,40.763584,-73.957008,40.780567
C8FAF99315CF86E148288ACA8FF861B9,2701444831106C9A822616FBEBDB8FFD,CMT,1,N,2013-01-07 20:51:51,2013-01-07 20:58:52,1,421,2.10,-73.9935,40.751823,-73.986359,40.777603
900D5F17AB43C5E6E217A0023053F1ED,F09EA985710E5A08FD6BAFE39210702E,CMT,1,N,2013-01-01 10:49:34,2013-01-01 11:01:24,1,710,5.40,-73.97522,40.732964,-73.994827,40.684612
900D5F17AB43C5E6E217A0023053F1ED,F09EA985710E5A08FD6BAFE39210702E,CMT,2,N,2013-01-01 12:17:25,2013-01-01 12:37:58,1,1233,16.40,-73.980087,40.748226,-73.776344,40.645355
2EA4997738E09E791F0BF2A672325117,872448E9FA0A1D9DFAAE98EEB508EA7F,CMT,1,N,2013-01-10 13:39:33,2013-01-10 13:55:29,1,956,2.40,-73.996544,40.753174,-73.970795,40.760677
2EA4997738E09E791F0BF2A672325117,872448E9FA0A1D9DFAAE98EEB508EA7F,CMT,1,N,2013-01-10 12:40:39,2013-01-10 13:04:13,2,1414,8.90,-73.872902,40.774422,-73.989578,40.757484
145B43B78FFD64614601831FC7AB2114,0F4A89FCD67560A743A8BB5CE0B285C9,CMT,1,N,2013-01-07 16:10:28,2013-01-07 16:25:27,1,899,6.10,-74.013893,40.714935,-73.979912,40.744701
F0CC93FCBADFAB61BEC43E52BAEE7AC3,714568B1B25B66F8C4BF26684D90F365,CMT,1,N,2013-01-07 23:51:07,2013-01-08 00:04:08,1,780,4.20,-73.969086,40.758034,-73.918167,40.774216
74B7D835C2CD98606D5256DA8A38E045,FD6DBC084D23286E88AEB1D8FCD10F54,CMT,1,N,2013-01-07 18:44:12,2013-01-07 18:54:21,4,609,2.30,-73.948608,40.782467,-73.971039,40.758026
0CC08DE5645A7137059499EA11886805,4F2627F9FD34A9B9EFCCFC5147048345,CMT,1,N,2013-01-06 22:39:26,2013-01-06 22:41:07,1,100,.40,-73.986427,40.761848,-73.982231,40.767235
50635F48266EDFF6E6A744EC1AEAB08D,3C80ECAE3935B1A7912B0B1D51B0A400,CMT,1,N,2013-01-07 06:10:12,2013-01-07 06:20:27,2,614,2.80,-73.852661,40.726791,-73.890633,40.738911
FFEC9171E009541071F4CAB49DF113C9,D0D926E845B8E6665D91E4F3EB27BE32,CMT,1,N,2013-01-07 21:29:34,2013-01-07 21:39:08,1,574,2.40,-73.974197,40.790703,-73.985382,40.758015
F33C5C60F7AAA4F6749767690C558156,6CC64A3EAB6F58F0EDEAE6A577C0D114,CMT,1,N,2013-01-08 13:01:24,2013-01-08 13:09:38,1,494,1.40,-73.984329,40.767632,-73.999176,40.75227
FC25ACBF065AFF0F702B4DC98BB084F5,548077C08728526CF2328F0C4237D000,CMT,1,N,2013-01-08 16:25:10,2013-01-08 16:26:37,1,86,.30,-73.980957,40.733635,-73.976532,40.733543
68BD3B4E8FCA7061BAF7C620B27FF027,BDF11309D85A330471ED72BD83BEFD8A,CMT,1,N,2013-01-10 07:35:33,2013-01-10 07:47:38,1,725,2.00,-73.905746,40.745449,-73.937309,40.736683
5FA82CB06D069ACF91F69D8A4DE28E47,998E2B7AE375FCFEA42A51A28BEA7271,CMT,1,N,2013-01-07 20:22:22,2013-01-07 20:32:21,1,598,3.20,-73.929688,40.744617,-73.973038,40.74828
72D5F692B34554771A775D8BBBD6B28C,185E93337608A539EA223B03036FD8A4,CMT,1,N,2013-01-08 09:54:27,2013-01-08 10:06:00,1,693,1.70,-73.943619,40.789108,-73.970963,40.795242
5DA4297F415A16E7ED074996F6F76413,BD0EB89F933463C93EC5B1B159E46D28,CMT,1,N,2013-01-10 08:41:04,2013-01-10 08:59:24,1,1100,3.80,-73.992043,40.759026,-73.978035,40.721287
081C2FF3C9A33C08C4CEB0BB7356B501,A58A5F6434BF6AC80EC818715E16DB21,CMT,1,N,2013-01-08 11:42:41,2013-01-08 12:00:59,1,1098,7.00,-73.94857,40.773701,-73.900253,40.847538
459F5F350D0DCE1DC6BD21189F6B1CFD,90EC6EDEA884074EA1E6F99BAACD0768,CMT,1,N,2013-01-07 22:51:49,2013-01-07 22:57:37,1,347,1.40,-73.990593,40.75631,-73.973053,40.764263
A00EDFCF1DD459755344024DD6AA1103,3D1A9EB4DC06E34B2D015576C97417F4,CMT,1,N,2013-01-08 10:04:41,2013-01-08 10:11:19,1,397,.80,-73.955017,40.767475,-73.963669,40.77459
D29C5537B0FCD75F5E763D7C7B14C4BC,EF1633224F25F8EE78FD77A07B56972C,CMT,1,N,2013-01-07 11:42:00,2013-01-07 11:52:37,1,636,2.90,-73.924957,40.744675,-73.957352,40.766064
E31D9B3DE7424DE086E8ECED02CA5842,4048516CA0979AB4B717BF6E0DF62C53,CMT,1,N,2013-01-05 09:43:30,2013-01-05 09:46:19,1,168,.70,-73.993073,40.762917,-73.981529,40.759148
D1B860BAE25C87AB8EF525692D3C33AE,7EE31FD6BDF2F994F267052D0B3C23DD,CMT,1,N,2013-01-10 15:32:11,2013-01-10 15:45:34,1,803,2.80,-73.95211,40.769596,-73.978065,40.741741
459F5F350D0DCE1DC6BD21189F6B1CFD,90EC6EDEA884074EA1E6F99BAACD0768,CMT,2,N,2013-01-07 14:33:23,2013-01-07 14:59:26,2,1563,17.00,-73.939995,40.805431,-73.782166,40.644318
00FBB78DCAB4658F65A350F3AD0D9083,DD2CD4A11A1E7E6F4E44AD5BDF986089,CMT,1,N,2013-01-05 19:31:08,2013-01-05 19:43:40,2,751,2.40,-73.99057,40.736893,-73.979202,40.763702
D771624C7CE1F5B24D63EE78752AB6E9,FF4CA6C905CF33B56D6B388BB7FAA2FF,CMT,1,N,2013-01-06 22:20:52,2013-01-06 22:25:07,2,255,.80,-73.994881,40.723194,-73.99398,40.732651
D28CAE348FB9021E1882E945E233D0FA,716AF3AEAF1DFC2C2493CEA7F86E4EF9,CMT,1,N,2013-01-10 18:30:54,2013-01-10 18:44:40,1,825,2.40,-74.003731,40.742741,-73.982483,40.749977
D1B860BAE25C87AB8EF525692D3C33AE,7EE31FD6BDF2F994F267052D0B3C23DD,CMT,1,N,2013-01-10 14:30:11,2013-01-10 14:41:53,1,701,1.80,-73.971344,40.797626,-73.963966,40.811638
AB6D4655958A45070F457B21CC1F215C,1D20D21626C83AD571AA925A854EE832,CMT,1,N,2013-01-07 05:06:28,2013-01-07 05:08:01,1,92,.40,-73.99369,40.746574,-73.987007,40.742649
82762C5483146DDB6DCDB4EA2083E8E4,F78A93B9DFFED20015144EECED929A96,CMT,1,N,2013-01-10 14:17:51,2013-01-10 14:32:29,1,878,1.60,-73.991364,40.759136,-73.970505,40.759075
8A9D191A1F25BC5FBE1139914FA78622,A5996316D1F748CFA99CF2D11D962452,CMT,1,N,2013-01-07 15:42:44,2013-01-07 15:53:38,1,653,1.80,-73.960602,40.775703,-73.982368,40.775856
09C6A58617D39C6AF257965FE1EADADD,9E0AC254B3663DCB83FB6D514AA94F33,CMT,1,N,2013-01-07 08:23:19,2013-01-07 08:32:54,3,575,1.70,-73.993713,40.745842,-74.000496,40.758347
76B1D35ED592F0981AC59495E1930347,B399C05DE35FA7094015CF98732DF62E,CMT,1,N,2013-01-08 10:59:40,2013-01-08 11:03:56,1,255,.40,-73.982025,40.778442,-73.985664,40.7775
05B8494B15C1FCADD0E5A2CA89BEEEA3,D31A42D7CD8F2ED4349BB2998ECAB6CA,CMT,1,N,2013-01-08 00:43:32,2013-01-08 00:52:49,1,557,3.50,-73.999428,40.726746,-73.971443,40.765282
9032352777A85E4AC67BE6FB57B84A03,88C3FE713E4C5034FF5220B90B258620,CMT,1,N,2013-01-07 11:59:29,2013-01-07 12:06:31,1,422,1.40,-73.979126,40.756062,-73.990181,40.737717
681C43ECA5C62D5BC53BDF31BE8BA9F7,0E7460886E4A00B1BCE4E74936411266,CMT,1,N,2013-01-10 10:33:14,2013-01-10 10:37:59,1,285,.60,-73.989235,40.757732,-73.983734,40.765427
79CBB01F3EDDC65C16AE6D81DCF3AC89,59A281677AD338FA9662AD8EE81C4E00,CMT,1,N,2013-01-07 12:19:20,2013-01-07 12:27:56,1,515,1.00,-73.978142,40.762356,-73.975388,40.75209
C8FAF99315CF86E148288ACA8FF861B9,2701444831106C9A822616FBEBDB8FFD,CMT,1,N,2013-01-07 19:46:10,2013-01-07 19:54:12,1,482,1.40,-73.936775,40.798531,-73.951996,40.808834
D10870DF96A6A201337FF2EF5B3D893D,287F30AEA8CF3242D100EC3CFF5BE2DA,CMT,1,N,2013-01-01 16:58:31,2013-01-01 17:12:18,1,826,3.80,-73.948929,40.781784,-73.990082,40.750912
